"last_name, first_name","player_id","year","xwoba","exit_velocity_avg","launch_angle_avg","hard_hit_percent","sprint_speed",""
"Muncy, Max","571970","2022",".339","90.3","20.9",45.6,"27.2",
"Myers, Wil","571976","2022",".288","88.5","13",37.6,"28.2",
"Naquin, Tyler","571980","2022",".317","90.3","14.4",40.8,"27.7",
"Piscotty, Stephen","572039","2022",".275","90.4","10.4",46.3,"25.0",
"Pollock, AJ","572041","2022",".317","88.8","11.6",42,"27.8",
"Taylor, Michael A.","572191","2022",".289","86.3","12.1",32.9,"28.7",
"Thompson, Trayce","572204","2022",".366","92.2","16.4",46.9,"27.8",
"Voit III, Luke","572228","2022",".322","89.8","18.4",44.3,"24.7",
"Walker, Christian","572233","2022",".359","90","17",44,"26.6",
"Zunino, Mike","572287","2022",".252","91.8","20.8",41.4,"25.7",
"Carpenter, Matt","572761","2022",".360","89.8","22.4",42.1,"26.1",
"Dickerson, Corey","572816","2022",".293","87.8","10.6",32.8,"27.0",
"Ruf, Darin","573131","2022",".310","89.2","14.8",40.5,"25.7",
"Yastrzemski, Mike","573262","2022",".314","89.9","19.9",42.5,"27.0",
"Contreras, Willson","575929","2022",".364","90.4","8.5",48.6,"27.6",
"Iglesias, Jose","578428","2022",".281","83.8","6",27.7,"28.4",
"Bryant, Kris","592178","2022",".344","85","13.5",29.6,"27.3",
"Canha, Mark","592192","2022",".323","87.7","10.9",36.6,"27.5",
"Casali, Curt","592200","2022",".289","87.1","25.4",39,"24.6",
"Castellanos, Nick","592206","2022",".302","87.5","14.6",35.1,"27.7",
"Drury, Brandon","592273","2022",".316","89.1","13.8",42.2,"27.0",
"Gamel, Ben","592325","2022",".316","88.8","11.3",37.6,"27.9",
"Judge, Aaron","592450","2022",".463","95.9","15",61.8,"27.3",
"Machado, Manny","592518","2022",".338","91.5","16",49,"26.4",
"Moran, Colin","592567","2022",".318","90.4","10.3",39,"24.0",
"Pederson, Joc","592626","2022",".367","93.2","14.8",52.1,"26.0",
"Realmuto, J.T.","592663","2022",".351","90.3","13.1",47.2,"28.7",
"Renfroe, Hunter","592669","2022",".323","90.5","17.7",43.6,"27.1",
"Rosario, Eddie","592696","2022",".250","87.7","15.2",33,"27.6",
"Yelich, Christian","592885","2022",".335","91.5","3.6",48.6,"28.1",
"Merrifield, Whit","593160","2022",".288","87.1","15.1",31.1,"28.6",
"Bogaerts, Xander","593428","2022",".323","88.1","10.2",39.5,"27.9",
"Alberto, Hanser","593643","2022",".234","82.9","10.8",18.3,"26.0",
"Polanco, Jorge","593871","2022",".358","89","21.7",38.7,"28.2",
"Calhoun, Kole","594777","2022",".294","90.8","15.4",48.2,"25.3",
"Duvall, Adam","594807","2022",".293","88.3","23.4",41,"28.0",
"Kiermaier, Kevin","595281","2022",".305","87.9","5.3",38.6,"29.2",
"Alfaro, Jorge","595751","2022",".295","89.4","8",38.5,"28.7",
"Profar, Jurickson","595777","2022",".315","87.5","12.9",34.3,"26.6",
"Baez, Javier","595879","2022",".285","87.9","9.6",38,"27.9",
"Cave, Jake","595909","2022",".285","90.7","14.4",42.7,"28.0",
"Hedges, Austin","595978","2022",".238","84.2","16.7",22.3,"24.5",
"Lindor, Francisco","596019","2022",".331","89.3","13.8",41.3,"27.6",
"Odor, Rougned","596059","2022",".277","87.8","21.5",33.3,"27.1",
"Slater, Austin","596103","2022",".351","89","6.6",39.5,"28.2",
"Story, Trevor","596115","2022",".301","88.9","17.8",40.6,"28.5",
"Stubbs, Garrett","596117","2022",".275","85.2","15.2",27.3,"27.3",
"Vogelbach, Daniel","596129","2022",".350","89.4","15.8",39.9,"23.9",
"Sanchez, Gary","596142","2022",".321","90.5","14",49.3,"25.1",
"Kepler, Max","596146","2022",".338","89.1","11.2",39.9,"27.9",
"Franco, Maikel","596748","2022",".272","87","11.5",34.4,"25.5",
"Choi, Ji Man","596847","2022",".337","92.2","10.6",47.5,"25.0",
"Bradley Jr., Jackie","598265","2022",".268","87.6","7.4",37.2,"27.0",
"La Stella, Tommy","600303","2022",".267","87.9","14.6",32,"24.9",
"Candelario, Jeimer","600869","2022",".292","87.2","13.5",34.6,"27.3",
"Daza, Yonathan","602074","2022",".308","84.8","4.6",25,"28.2",
"Urias, Ramon","602104","2022",".320","89.4","11",46.5,"26.7",
"Anderson, Brian","605119","2022",".309","88.7","7.7",42,"27.5",
"Barnes, Austin","605131","2022",".298","87.4","13.6",35.2,"26.6",
"Bell, Josh","605137","2022",".349","88.9","8.4",40.8,"26.2",
"Betts, Mookie","605141","2022",".344","90.5","18.6",44.9,"27.3",
"Caratini, Victor","605170","2022",".309","89.4","6.6",43.5,"24.9",
"Davis, J.D.","605204","2022",".351","92.4","12.3",56.1,"26.5",
"Garcia, Aramis","605244","2022",".247","87.5","19.6",36.8,"26.0",
"Machin, Vimael","605353","2022",".301","89.3","10.2",39.1,"25.5",
"Perez, Michael","605421","2022",".276","88.8","18.3",36.7,"24.4",
"Zimmer, Bradley","605548","2022",".225","87","10.5",34.4,"29.2",
"Castro, Harold","605612","2022",".316","87","11.4",33.3,"26.2",
"Arcia, Orlando","606115","2022",".329","90.7","11.7",42.5,"26.4",
"Tapia, Raimel","606132","2022",".290","87.6","4",38,"28.2",
"Aquino, Aristides","606157","2022",".243","85.6","17.4",34.6,"28.8",
"Hernandez, Teoscar","606192","2022",".351","92.6","11.6",53.3,"28.6",
"Marte, Ketel","606466","2022",".315","90.1","13.5",41.9,"27.0",
"Haase, Eric","606992","2022",".302","87.7","17",42.4,"27.9",
"Nimmo, Brandon","607043","2022",".342","89.4","6.1",39.8,"28.7",
"Peterson, Jace","607054","2022",".300","88.6","9.7",36.1,"28.5",
"Turner, Trea","607208","2022",".335","88.9","10.2",41.6,"30.3",
"Stallings, Jacob","607732","2022",".274","86.7","12.9",32.3,"23.7",
"Ramirez, Jose","608070","2022",".320","87.7","20.7",36.9,"28.5",
"Bregman, Alex","608324","2022",".350","88.9","19.5",37.8,"26.6",
"Gallo, Joey","608336","2022",".295","89.6","23.8",50.5,"27.2",
"Kelly, Carson","608348","2022",".288","87.7","14.7",36.8,"25.7",
"Seager, Corey","608369","2022",".372","91.1","13.6",45.5,"26.2",
"Winker, Jesse","608385","2022",".345","87.7","16.8",34.3,"25.4",
"Mazara, Nomar","608577","2022",".294","86.1","17.6",32.8,"26.3",
"Plawecki, Kevin","608700","2022",".268","89.3","11.4",37.7,"24.8",
"Refsnyder, Rob","608701","2022",".374","89.9","13.1",44.5,"27.1",
"Reynolds, Matt","608703","2022",".272","90.2","5.6",42.4,"27.4",
"Meneses, Joey","608841","2022",".332","91.4","9.5",47.1,"25.8",
"Andujar, Miguel","609280","2022",".281","84.4","9.2",31.5,"27.4",
"Vosler, Jason","613564","2022",".312","84.7","15.2",25.7,"26.7",
"Cordero, Franchy","614173","2022",".313","89.7","12.7",45.5,"28.6",
"Reyes, Franmil","614177","2022",".275","92","9.9",45.8,"26.0",
"Torrens, Luis","620443","2022",".284","90.3","8.9",46.6,"26.0",
"Swanson, Dansby","621020","2022",".337","90.2","15.7",46.3,"28.4",
"Newman, Kevin","621028","2022",".285","85.8","13.1",27.2,"27.9",
"Taylor, Chris","621035","2022",".277","87.4","20.4",38,"28.5",
"Correa, Carlos","621043","2022",".363","89.9","11.6",44.7,"27.1",
"Phillips, Brett","621433","2022",".220","88.5","22.8",29.5,"28.9",
"Taylor, Tyrone","621438","2022",".307","88","16.9",37.6,"28.5",
"Buxton, Byron","621439","2022",".358","92.9","21.4",50.2,"29.1",
"Bolt, Skye","621450","2022",".258","89.2","9.3",35.1,"27.8",
"Ward, Taylor","621493","2022",".361","90","15.8",42.9,"28.4",
"Nido, Tomas","621512","2022",".287","86.3","8.3",33.3,"25.6",
"Wisdom, Patrick","621550","2022",".295","90.7","21",46.3,"27.8",
"Wendle, Joey","621563","2022",".276","87.5","3",36.2,"27.3",
"Olson, Matt","621566","2022",".347","92.9","16.1",50.9,"26.3",
"Duffy, Matt","622110","2022",".280","87.1","9.9",25.8,"26.8",
"Margot, Manuel","622534","2022",".299","89.5","10.2",37.9,"28.0",
"Camargo, Johan","622666","2022",".267","86.4","11.6",27.6,"24.8",
"Reyes, Victor","622682","2022",".292","87.9","10.9",36.8,"27.5",
"Mateo, Jorge","622761","2022",".272","86.8","14.8",32.7,"30.1",
"Heineman, Tyler","623168","2022",".273","82.7","19.9",13.2,"26.7",
"Velazquez, Andrew","623205","2022",".246","88","8.2",34,"29.1",
"Bote, David","623520","2022",".289","92.4","7.9",55.6,"26.7",
"Ramirez, Harold","623912","2022",".310","88.5","4.8",41.2,"28.1",
"Santander, Anthony","623993","2022",".352","90.1","21.4",43.3,"26.5",
"Alonso, Pete","624413","2022",".353","89.8","18.2",44.8,"25.6",
"Arroyo, Christian","624414","2022",".330","88.9","9.1",42.1,"27.8",
"Biggio, Cavan","624415","2022",".288","88.3","19.5",32.8,"28.4",
"Frazier, Adam","624428","2022",".297","85.1","13.6",24.5,"26.8",
"Trevino, Jose","624431","2022",".281","87.9","13",35,"25.0",
"Gordon, Nick","624503","2022",".333","90.6","12.5",44.7,"27.8",
"McGuire, Reese","624512","2022",".267","87","14.1",29.7,"26.0",
"Soler, Jorge","624585","2022",".322","91.2","13.7",43.6,"26.9",
"Sosa, Edmundo","624641","2022",".286","86.8","11.4",29.7,"29.5",
"Hernandez, Yadiel","628450","2022",".310","88.8","3.5",42.1,"25.6",
"Ibanez, Andy","628451","2022",".272","88.3","14.9",39.8,"27.4",
"Cronenworth, Jake","630105","2022",".303","87.6","18.2",34.1,"28.2",
"Meadows, Austin","640457","2022",".380","87.8","17.2",39.6,"27.2",
"Mercado, Oscar","640458","2022",".258","86.3","22.2",29,"28.3",
"Pinder, Chad","640461","2022",".280","87.5","9.7",40.7,"25.9",
"Azocar, Jose","640492","2022",".277","88.3","9.4",30.6,"29.4",
"Anderson, Tim","641313","2022",".336","88.2","3.3",41.2,"28.3",
"Bellinger, Cody","641355","2022",".278","89.4","20.3",38.1,"28.1",
"Collins, Zack","641470","2022",".257","91","20.1",40.4,"24.5",
"Crawford, J.P.","641487","2022",".315","85.1","8.9",29.7,"26.8",
"Delay, Jason","641511","2022",".230","84.9","15.7",28.3,"26.1",
"Dozier, Hunter","641531","2022",".301","88.5","13.1",38.5,"27.9",
"Engel, Adam","641553","2022",".246","87.9","15",33.1,"29.1",
"Fraley, Jake","641584","2022",".333","85.1","13.8",27.6,"27.9",
"Garver, Mitch","641598","2022",".319","88.9","18.4",38.7,"26.3",
"Guillorme, Luis","641645","2022",".302","86.2","4.3",24.9,"25.9",
"Hampson, Garrett","641658","2022",".261","86.5","10.2",27.7,"29.5",
"Heim, Jonah","641680","2022",".291","89.3","17",39.9,"26.0",
"Leblanc, Charles","641779","2022",".285","87.3","16.9",32,"28.0",
"Mancini III, Trey","641820","2022",".327","89.5","12.7",40.4,"25.6",
"McMahon, Ryan","641857","2022",".330","91.7","10.8",46.5,"25.8",
"Neuse, Sheldon","641914","2022",".254","89.1","1.5",38.2,"26.4",
"O'Neill, Tyler","641933","2022",".331","89.8","13.6",43.3,"29.8",
"Smith, Dominic","642086","2022",".293","89.6","10.9",46.5,"26.3",
"Tellez, Rowdy","642133","2022",".349","91.1","15.3",46,"23.8",
"VanMeter, Josh","642165","2022",".288","88.1","14.3",33.6,"26.1",
"Wade, Tyler","642180","2022",".248","83.9","11.5",16,"29.0",
"White, Eli","642201","2022",".255","86.4","21.5",29.2,"30.0",
"Mejia, Francisco","642336","2022",".262","86.8","15.7",28,"26.9",
"Siri, Jose","642350","2022",".261","87.2","15.4",33,"30.4",
"Rosario, Amed","642708","2022",".310","88.4","5",38.3,"29.5",
"Adames, Willy","642715","2022",".323","88.9","18.9",43.6,"27.8",
"Alcantara, Sergio","642727","2022",".244","86.6","13.5",32.5,"27.6",
"Estrada, Thairo","642731","2022",".299","86.2","8.1",31.1,"28.3",
"Wynns, Austin","642851","2022",".267","84.1","10.4",27,"24.9",
"Benintendi, Andrew","643217","2022",".334","89.2","12.6",38.7,"27.5",
"Cooper, Garrett","643265","2022",".341","89.6","8.8",43.7,"26.3",
"Dubon, Mauricio","643289","2022",".272","84.7","16.7",29.9,"28.2",
"Jansen, Danny","643376","2022",".366","90.4","22.2",46.6,"27.5",
"Kemp, Tony","643393","2022",".267","84.4","15",14.9,"26.1",
"Kiner-Falefa, Isiah","643396","2022",".290","86.2","4.3",30.1,"28.4",
"McNeil, Jeff","643446","2022",".323","86.9","12.8",30.2,"27.4",
"Schwindel, Frank","643524","2022",".278","88.1","10.2",35.5,"25.6",
"Chang, Yu","644374","2022",".290","88.8","14.3",36.9,"28.4",
"Albies, Ozzie","645277","2022",".294","87.1","16.9",26.5,"27.5",
"Robles, Victor","645302","2022",".244","84.6","15.8",23.8,"28.8",
"Herrera, Jose","645444","2022",".186","84.7","3",11.1,"25.3",
"Ford, Mike","645801","2022",".278","88.7","18.1",33,"24.2",
"Devers, Rafael","646240","2022",".361","93.1","11.3",50.9,"25.5",
"Naylor, Josh","647304","2022",".327","89.4","10.3",42.8,"25.3",
"Toro, Abraham","647351","2022",".284","87","16.7",29.7,"28.0",
"Diaz, Aledmys","649557","2022",".308","86.6","12.4",36.8,"27.7",
"Urias, Luis","649966","2022",".326","87.3","18",35.3,"26.4",
"Diaz, Lewin","650331","2022",".219","88.3","15.6",28.7,"24.7",
"Arraez, Luis","650333","2022",".333","88.9","12.9",30.2,"26.8",
"Jimenez, Eloy","650391","2022",".365","92.8","7.4",54.9,"25.7",
"Torres, Gleyber","650402","2022",".319","90.4","17.5",45.3,"26.9",
"Castro, Willi","650489","2022",".290","84.8","13.9",31.4,"28.4",
"Diaz, Yandy","650490","2022",".365","92.2","7.7",49,"27.1",
"De La Cruz, Bryan","650559","2022",".355","90.8","9.8",47.3,"27.8",
"Rengifo, Luis","650859","2022",".296","86.9","9.9",33.6,"27.9",
"Adams, Riley","656180","2022",".274","90.2","13.5",45.8,"26.7",
"Allen, Greg","656185","2022",".229","87.6","8.5",32.5,"28.1",
"Chapman, Matt","656305","2022",".341","92.2","19",51.2,"28.4",
"Chavis, Michael","656308","2022",".261","85.4","11.1",38.7,"28.8",
"Fairchild, Stuart","656413","2022",".317","88.9","13.3",41.3,"29.0",
"Hilliard, Sam","656541","2022",".303","92","13.4",48.7,"28.7",
"Hoskins, Rhys","656555","2022",".338","90.1","18.1",44.3,"25.9",
"Joe, Connor","656582","2022",".311","85.3","10.6",33.8,"26.8",
"Luplow, Jordan","656669","2022",".288","87.2","17.7",32.9,"27.8",
"McKinstry, Zach","656716","2022",".288","86.4","12.9",30.2,"28.3",
"Mullins II, Cedric","656775","2022",".288","88.8","17.4",37.3,"28.4",
"O'Hearn, Ryan","656811","2022",".330","92.1","13.4",48,"27.3",
"Rivera, Emmanuel","656896","2022",".310","90.4","9.8",38.3,"26.9",
"Schwarber, Kyle","656941","2022",".375","93.3","19.2",54.4,"26.4",
"Smith, Pavin","656976","2022",".301","87.9","15.2",35.9,"26.5",
"Thomas, Lane","657041","2022",".286","86.4","12.5",34.5,"29.4",
"Verdugo, Alex","657077","2022",".329","89.1","8.4",38.2,"26.8",
"DeJong, Paul","657557","2022",".267","87.6","21.7",37.6,"27.8",
"Laureano, Ramon","657656","2022",".307","88.7","14.9",38.4,"27.6",
"Papierski, Michael","657709","2022",".217","77.4","12.2",9,"24.7",
"Sheets, Gavin","657757","2022",".283","88.6","14.8",36.1,"26.6",
"Olivares, Edward","658668","2022",".339","89.2","6.6",38.9,"28.6",
"Moncada, Yoan","660162","2022",".289","88.7","15.7",37.5,"27.3",
"Ohtani, Shohei","660271","2022",".383","92.9","12.1",49.8,"28.3",
"Tsutsugo, Yoshi","660294","2022",".254","88.8","10.1",36.3,"26.0",
"Castillo, Diego","660636","2022",".292","89.1","14.6",38.7,"27.3",
"Brujan, Vidal","660644","2022",".233","86.1","14.2",27.7,"28.5",
"Garcia, Dermis","660650","2022",".244","86.5","12.2",42.6,"27.5",
"Acuna Jr., Ronald","660670","2022",".365","91.2","10.8",49.7,"28.5",
"Ruiz, Keibert","660688","2022",".328","88","14.9",32.3,"25.3",
"Montero, Elehuris","660707","2022",".260","89.8","13.2",39.7,"26.9",
"Gonzalez, Oscar","660757","2022",".320","88.6","5.4",40.1,"28.8",
"Yepez, Juan","660766","2022",".286","86.5","17.1",33.7,"26.8",
"Sanchez, Jesus","660821","2022",".298","89.5","11",40.5,"27.3",
"Contreras, William","661388","2022",".347","90.4","6.1",46.6,"27.0",
"Serven, Brian","661531","2022",".254","84.5","12.5",29.5,"26.5",
"Varsho, Daulton","662139","2022",".298","87.7","14.9",35.6,"28.0",
"Nootbaar, Lars","663457","2022",".346","91.7","10.7",46,"28.2",
"Nevin, Tyler","663527","2022",".293","87.3","17.7",37.7,"25.6",
"Hoerner, Nico","663538","2022",".301","87.2","10.6",33.5,"29.1",
"Riley, Austin","663586","2022",".378","92.5","12.9",50.8,"27.8",
"Madrigal, Nick","663611","2022",".283","85.9","-0.2",24.6,"27.4",
"Larnach, Trevor","663616","2022",".322","90.1","13.1",43.8,"27.0",
"Mountcastle, Ryan","663624","2022",".362","91.3","15.9",46.3,"27.5",
"McKenna, Ryan","663630","2022",".267","86.7","15.4",30.1,"29.4",
"Hayes, Ke'Bryan","663647","2022",".303","91","5.2",46.8,"27.9",
"Tucker, Kyle","663656","2022",".353","90","19",42.4,"26.6",
"India, Jonathan","663697","2022",".301","85.1","14.5",28.8,"27.7",
"Bart, Joey","663698","2022",".296","87.3","16.3",43,"27.1",
"Raleigh, Cal","663728","2022",".324","90.9","22.5",43.5,"26.8",
"Fortes, Nick","663743","2022",".319","89.3","15.4",37.8,"27.9",
"Grisham, Trent","663757","2022",".296","88.3","15.1",35.5,"28.8",
"Vierling, Matt","663837","2022",".324","91.2","12",47.1,"29.6",
"Rivas III, Alfonso","663845","2022",".284","86.9","4.9",35.3,"26.2",
"Gonzalez, Romy","663853","2022",".265","91.2","3.3",49.3,"28.5",
"Stephenson, Tyler","663886","2022",".318","87.1","11.1",34.7,"26.5",
"Williams, Luke","663897","2022",".233","83.3","16.7",22.9,"28.8",
"Rodgers, Brendan","663898","2022",".326","90","4.6",45.9,"26.7",
"Lowe, Nathaniel","663993","2022",".344","90.2","8.2",44.8,"27.1",
"Happ, Ian","664023","2022",".306","89.7","10.9",40.4,"27.9",
"France, Ty","664034","2022",".321","87.6","10",36.8,"24.7",
"Lowe, Brandon","664040","2022",".320","89.4","16.6",38.9,"27.5",
"Bader, Harrison","664056","2022",".270","83.4","16.7",26.3,"29.1",
"Fletcher, David","664058","2022",".295","82.1","15",7.4,"26.1",
"Haggerty, Sam","664059","2022",".285","86","13.6",24.6,"28.9",
"Moore, Dylan","664238","2022",".322","87.2","20.7",36.4,"28.3",
"Garlick, Kyle","664247","2022",".305","90.2","15.1",47.6,"26.6",
"Lopez, Alejo","664670","2022",".280","83.8","9.3",20.2,"26.6",
"Straw, Myles","664702","2022",".275","87","9.8",26.5,"29.3",
"Isbel, Kyle","664728","2022",".266","89.7","10.6",44.6,"28.0",
"Higgins, P.J.","664731","2022",".264","86","8.7",25.5,"26.4",
"Bohm, Alec","664761","2022",".333","90.2","10.4",43,"27.1",
"Wade Jr., LaMonte","664774","2022",".321","87.7","21.1",34.3,"26.0",
"Zavala, Seby","664874","2022",".283","88.8","22.7",37,"25.9",
"Mendick, Danny","664901","2022",".273","86.8","10.3",20,"26.1",
"Brown, Seth","664913","2022",".338","89.2","15.8",41.4,"27.8",
"McCarthy, Jake","664983","2022",".298","87.4","8",33.7,"30.1",
"Clemens, Kody","665019","2022",".252","89.4","17.4",37.2,"27.3",
"Walsh, Jared","665120","2022",".280","90.1","10.7",42.5,"25.9",
"Pena, Jeremy","665161","2022",".300","88.1","8.7",36.7,"29.4",
"Celestino, Gilberto","665482","2022",".270","87.3","-1.9",34.3,"27.9",
"Guerrero Jr., Vladimir","665489","2022",".347","92.8","4.3",50.4,"26.6",
"Pache, Cristian","665506","2022",".259","89.4","3.8",40.8,"28.6",
"Soto, Juan","665742","2022",".401","91","9.1",47.4,"26.6",
"Taveras, Leody","665750","2022",".267","89.3","12",36.1,"29.4",
"Cabrera, Oswaldo","665828","2022",".287","86.8","21.5",34.8,"27.5",
"Cruz, Oneil","665833","2022",".304","91.9","8.3",46.1,"29.9",
"Chisholm Jr., Jazz","665862","2022",".345","90.4","15.5",46.7,"29.2",
"Gimenez, Andres","665926","2022",".326","87.8","11.7",37.8,"29.3",
"Kirilloff, Alex","666135","2022",".278","89.3","6.1",45.5,"27.6",
"Lowe, Josh","666139","2022",".272","88.3","11.4",37.1,"28.8",
"Lux, Gavin","666158","2022",".314","88","6.8",39.8,"28.9",
"Moniak, Mickey","666160","2022",".203","84.9","19.1",31.7,"28.2",
"Adell, Jo","666176","2022",".251","87.4","16.7",37.7,"29.8",
"Beer, Seth","666179","2022",".276","85.9","10.7",29.6,"24.7",
"Bichette, Bo","666182","2022",".334","91.9","8.5",50.3,"27.5",
"Carlson, Dylan","666185","2022",".301","86.1","12.9",27.2,"28.1",
"Trammell, Taylor","666211","2022",".292","88.3","20.5",28.2,"27.0",
"Morel, Christopher","666624","2022",".324","89.6","9.1",40.3,"28.8",
"Castro, Rodolfo","666801","2022",".280","87.3","11.7",35,"27.3",
"Dalbec, Bobby","666915","2022",".296","90.3","15.2",45.8,"28.2",
"Garcia, Adolis","666969","2022",".322","92.1","13.2",47.4,"28.0",
"Gurriel Jr., Lourdes","666971","2022",".321","90.6","10.9",45.7,"27.3",
"Arozarena, Randy","668227","2022",".301","89.9","8.8",41,"28.8",
"Pratto, Nick","668472","2022",".267","86","19.7",36.5,"27.2",
"Bleday, JJ","668709","2022",".278","86.3","25",33.8,"27.7",
"Steer, Spencer","668715","2022",".281","84.7","13.6",31.9,"27.4",
"Baddoo, Akil","668731","2022",".253","85","14.2",27,"28.9",
"Mitchell, Cal","668751","2022",".292","89.9","7.5",40.7,"26.1",
"Knizner, Andrew","668800","2022",".280","86","15.6",33.2,"25.8",
"Reynolds, Bryan","668804","2022",".329","90.2","12",42.9,"28.2",
"Rutschman, Adley","668939","2022",".342","87.9","15.6",36.8,"27.2",
"Rojas, Josh","668942","2022",".305","88.8","11.9",36.1,"27.3",
"Melendez Jr., MJ","669004","2022",".332","90.7","15.1",43.5,"27.8",
"Marsh, Brandon","669016","2022",".287","89.2","10.9",38.2,"28.9",
"Huff, Sam","669087","2022",".294","88.9","9.7",36.7,"27.0",
"Langeliers, Shea","669127","2022",".261","87.3","16.9",38.5,"28.7",
"Murphy, Sean","669221","2022",".344","88.7","11.5",41.4,"26.1",
"Senzel, Nick","669222","2022",".299","87.2","11.7",33.9,"28.7",
"Edman, Tommy","669242","2022",".308","88.6","8.7",37.8,"28.8",
"Smith, Will","669257","2022",".352","89.9","18.4",43,"27.5",
"Suwinski, Jack","669261","2022",".307","88.3","14.3",40.4,"28.7",
"Espinal, Santiago","669289","2022",".298","86.1","14.1",31.7,"27.0",
"Miranda, Jose","669304","2022",".317","89.3","13.8",42.4,"26.2",
"Thompson, Bubba","669352","2022",".203","84.8","5.3",21.6,"30.4",
"Gorman, Nolan","669357","2022",".341","89.2","20",43.3,"26.9",
"Hiura, Keston","669374","2022",".317","91.7","16.1",45.2,"27.5",
"Burger, Jake","669394","2022",".318","90.7","12.3",43,"27.7",
"Allen, Nick","669397","2022",".238","83.9","7.6",22.3,"27.7",
"Hummel, Cooper","669450","2022",".292","87.6","7.7",35.4,"28.8",
"Smith, Josh H.","669701","2022",".296","87","19.2",28.6,"28.3",
"Hays, Austin","669720","2022",".298","87.7","11.3",37.7,"27.8",
"Hall, Darick","669742","2022",".312","91.4","18.6",44.6,"26.3",
"Call, Alex","669743","2022",".281","86.3","18.4",31,"28.4",
"Toglia, Michael","669911","2022",".261","87.4","17",40.3,"28.3",
"Lopez, Nicky","670032","2022",".273","84.9","4.9",22.9,"27.7",
"Alvarez, Yordan","670541","2022",".462","95.2","12.3",59.8,"26.6",
"Paredes, Isaac","670623","2022",".297","87.4","15.8",38.7,"26.2",
"Brosseau, Mike","670712","2022",".300","89.1","14.6",41.9,"27.7",
"Walls, Taylor","670764","2022",".270","86.3","16.6",28.5,"28.8",
"Gonzalez, Luis","670768","2022",".268","86.9","10.9",32,"28.2",
"Friedl Jr., TJ","670770","2022",".283","87.2","19.8",29.8,"28.2",
"Waters, Drew","671221","2022",".296","84.1","10.4",28.6,"28.4",
"Garcia, Luis","671277","2022",".305","87.3","5.5",36.7,"27.0",
"Harris II, Michael","671739","2022",".335","89.5","4.5",45.1,"29.4",
"Kelenic, Jarred","672284","2022",".271","86","18",35,"27.2",
"Kirk, Alejandro","672386","2022",".351","90.5","8.1",45.4,"24.1",
"Perdomo, Geraldo","672695","2022",".269","85","12.1",25.1,"27.2",
"Marcano, Tucupita","672779","2022",".210","84.7","11.1",17.2,"28.8",
"Robert Jr., Luis","673357","2022",".327","89.3","10",42.8,"27.9",
"Kim, Ha-Seong","673490","2022",".309","86.7","16.1",32.4,"28.4",
"Suzuki, Seiya","673548","2022",".326","89.6","11.2",41.3,"28.3",
"Jung, Josh","673962","2022",".287","85.5","14.3",32.2,"27.0",
"Smith, Kevin","675656","2022",".236","87","16.4",33.3,"27.6",
"Velazquez, Nelson","676369","2022",".305","89.2","12.3",43.6,"28.2",
"Clement, Ernie","676391","2022",".277","85","11.8",25.7,"28.3",
"Barrero, Jose","676480","2022",".180","87.5","17.7",35.2,"27.9",
"Madris, Bligh","676632","2022",".262","88.9","10.5",41.5,"27.9",
"Meyers, Jake","676694","2022",".251","87.3","7.2",37.1,"28.9",
"Trejo, Alan","676701","2022",".291","86.2","13.6",31.4,"26.7",
"McCormick, Chas","676801","2022",".325","88.1","12.8",39,"28.6",
"Franco, Wander","677551","2022",".331","87.3","8.2",35.8,"27.8",
"Rodriguez, Julio","677594","2022",".337","92","10.1",50.7,"29.8",
"Duran, Ezequiel","677649","2022",".256","85.9","9.5",31.8,"29.1",
"Thomas, Alek","677950","2022",".277","87.4","2.6",34.6,"29.4",
"Witt Jr., Bobby","677951","2022",".313","89.7","16.8",38.6,"30.4",
"Torkelson, Spencer","679529","2022",".305","90.5","15",41.8,"27.8",
"Vavra, Terrin","679631","2022",".318","87.5","10.7",23.6,"27.1",
"Palacios, Richie","680700","2022",".277","85","13.5",21.5,"27.9",
"Kwan, Steven","680757","2022",".312","85.1","11.8",20.8,"28.4",
"Duran, Jarren","680776","2022",".282","89.3","7.6",38,"29.2",
"Jeffers, Ryan","680777","2022",".315","88.2","18.2",42.4,"26.0",
"Burdick, Peyton","680814","2022",".296","90","18",38.6,"28.1",
"Miller, Owen","680911","2022",".291","85.8","10.1",31.2,"29.0",
"Donovan, Brendan","680977","2022",".339","87.7","6",37.7,"27.2",
"Stott, Bryson","681082","2022",".284","88.1","13.1",36.8,"29.1",
"Bride, Jonah","681146","2022",".282","86.9","11.5",31.1,"26.9",
"Carpenter, Kerry","681481","2022",".294","87.2","14.5",36.1,"27.2",
"Villar, David","681584","2022",".283","86.8","17.8",36.4,"26.7",
"Eaton, Nate","681987","2022",".297","85.8","13.6",27.5,"29.7",
"Abrams, CJ","682928","2022",".266","86.5","6.8",30.7,"29.0",
"Greene, Riley","682985","2022",".316","89.5","2.8",45.2,"27.7",
"Carroll, Corbin","682998","2022",".293","85.8","9.1",32.9,"30.7",
"Henderson, Gunnar","683002","2022",".338","92.4","2",53.7,"29.0",
"Vaughn, Andrew","683734","2022",".319","90.8","7.5",48.6,"26.2",
"Pasquantino, Vinnie","686469","2022",".374","91.2","12.1",46.9,"25.6",
"Massey, Michael","686681","2022",".332","89.3","16.4",38.2,"27.1",
"Grissom, Vaughn","687093","2022",".326","84.6","9",34.3,"27.7",
